#Upper Colorado Basin Intervening Natural Flows (ac-ft/mon)
#start 1 1906
#end 12 2001
"Colorado River At Glenwood Springs, CO","Colorado River Near Cameo, CO","Taylor River Below Taylor Park Reservoir, CO","Gunnision River Above Blue Mesa Reservoir,CO","Gunnison River At Crystal Reservoir,CO","Gunnison River Near Grand Junction, CO","Dolores River Near Cisco, UT",Colorado River Near Cisco UT,Green R Bel Fontenelle Res WY,"Green R. Nr Green River, WyY","Green River Near Greendale, UT","Yampa River Near Maybell, CO\","Little Snake River Near Lily, CO","Duchesne River Near Randlett, UT","White River Near Watson, UT","Green River At Green River, UT","San Rafael River Near Green River, UT","San Juan River Near Archuleta,NM","San Juan River Near Bluff, UT","Colorado R At Lees Ferry, AZ"
117050,56727,6544,47173,4800,39480,25000,18136,102700,-88,34957,29552,38060,38616,33800,34171,8645,41615,63383,26524
65122,35020,2995,16805,2300,18820,8500,-4344,43000,2737,16977,13236,10230,17690,25600,8840,2966,7487,15134,7196
99832,53963,7166,43934,6100,47580,12000,13956,50200,1093,16583,40800,12830,16190,28500,22692,1055,66266,35514,-18938
70173,48261,4777,32923,3500,34970,8900,13288,37700,4683,8271,31600,17440,16441,22700,15616,1837,47251,43842,53537
47771,41174,3746,21354,1400,27480,6600,6413,28200,-1086,10193,23100,2110,25350,20200,1345,1524,22698,26864,34526
42496,32881,2883,20417,3300,24870,8500,6358,24600,2851,-1269,14400,6940,26628,16700,8596,1424,16880,22518,7836
40149,36284,3622,21478,3400,15720,9200,1450,20000,2532,6228,12600,9930,28741,19400,8802,1924,17250,27734,28276
81815,42225,3981,43419,10100,34020,46200,7306,54200,20418,74103,40700,16570,31798,35100,53362,7631,179920,82902,-115954
204044,81940,11855,126345,34400,112800,181900,-34980,78500,5506,56186,240100,60440,21550,40400,53954,3150,246540,88537,107570
381424,163902,21362,139062,32300,136500,143900,-1506,68700,-2381,73346,295210,43730,58297,70200,37615,14137,228686,106514,-33108
657146,373007,51183,234850,40600,159710,146000,29327,198900,5640,77366,285960,68670,112050,105200,59587,29684,283404,193505,111190
217525,134696,16710,87761,5300,80630,48000,40877,116800,7288,41742,50884,50580,49566,29800,45575,16904,75088,98595,147491
95350,63399,8052,52433,-1300,34520,18700,8086,54400,1753,21357,21854,25080,37491,21600,22556,8916,25480,39108,23978
58241,43960,2407,20599,1100,24330,8600,3916,34900,105,14858,11096,10780,23371,22000,9448,3775,12210,21775,812
51494,46006,4283,24617,2500,24448,8700,1277,43900,-1654,7721,12739,8690,8977,21600,7541,7872,20545,34081,26081
48161,43479,4191,22209,8000,27394,6900,12757,39800,7240,6994,15100,1770,16113,21300,981,2150,19277,23391,21724
41683,39647,3978,21422,2400,26870,6800,6812,25300,2171,-714,13000,1260,21540,18800,2753,1837,15789,25335,-11731
34846,34011,3678,17422,2400,21416,6000,10543,21500,-1209,7383,12300,750,24170,18600,226,2030,12391,26796,-10755
37768,28864,2846,15454,3000,20769,7000,8456,20300,-1100,8134,11900,9150,21432,19300,8107,2628,16158,25148,53605
48018,31285,3415,26385,4600,23436,14400,10188,30500,-855,34285,19000,11990,14592,22800,10464,2530,45364,20996,-5168
67935,37800,5837,41363,10000,18607,75900,-10258,50200,-80,31404,56400,19730,7784,21900,17414,1950,127358,38271,18014
303658,172820,26676,146329,31200,150713,168900,-19823,71800,-9569,35444,239532,12650,39671,66400,-19245,13425,251066,106365,-145038
442177,275525,30597,167962,26400,150947,112800,33478,210100,7032,67078,215148,75170,77646,75300,66418,22288,153050,148456,171012
151143,81139,8012,61249,1400,64982,32000,23252,87100,6150,33726,37378,39760,48518,25600,35809,13167,44497,63928,97924
116820,55405,5157,64043,2600,46022,28500,16566,52100,3530,21186,19247,28660,44591,25200,25881,11777,55769,68004,27932
157794,71965,11621,49779,5200,56695,31100,34014,42100,-1151,19302,31800,27430,31917,38000,24745,18929,54697,57900,92187
164750,75792,11301,52199,6000,56529,28300,40163,42500,-1504,23170,61600,30180,33661,38500,27124,3551,50386,41266,34130
83858,51419,7082,39018,5600,41260,11900,23310,31700,-2662,25420,33700,11030,32934,25800,9467,3777,36120,37988,38699
55792,43882,6121,25979,4100,26375,9500,9991,27900,-1103,17790,21700,5800,31893,23000,4720,2143,17921,25515,11745
52436,35252,5345,24955,2600,24362,8100,7255,32000,172,11171,19800,5480,26301,20800,4481,2436,17412,20330,13806
58677,44592,4905,23995,4000,30672,24900,43855,32600,15618,36276,41300,70450,48474,37200,128502,7734,43950,51885,25152
62034,38691,4407,25893,3400,25859,17900,15608,38600,38630,73330,45000,2320,53561,66400,89891,5536,44474,20957,-127463
354442,168532,16060,168540,35200,203208,211600,-79382,182000,21286,185176,386500,105700,97846,84900,93162,11664,236126,76079,-26119
652543,377572,41018,287487,55400,263272,174200,59412,262300,-6274,151086,450263,181530,138356,141100,163318,36624,256844,124271,309446
728064,486696,57261,297887,43100,210978,125800,25304,386700,2224,131368,325261,55780,260851,137900,44697,57677,221001,168675,81944
406813,312379,30912,165825,19200,127014,68300,41540,279500,20017,88692,132583,87640,114982,71800,77714,25810,101547,99843,278755
146639,101710,10122,69872,3000,33948,35300,15020,133300,10343,39323,29744,33940,44839,32700,29950,14453,22084,32711,73854
70234,54601,4538,27404,4900,20889,13800,1832,49100,1800,12758,11670,19590,18472,24800,17622,6196,10846,25755,15328
67380,47244,6377,29723,4500,45195,11900,20341,44300,-5117,9997,18410,13990,23581,28900,12390,5184,36193,91031,43488
63937,45662,5021,25179,5400,32960,8600,19967,41600,-6350,11305,17100,16740,17809,25200,15038,2372,25875,31622,43027
48655,43360,4576,19324,4100,30260,8100,2960,24000,1488,7812,13300,2660,25637,21300,-4162,2255,18953,23423,44969
42399,40059,4176,17324,1800,28739,6300,14092,18000,-371,5761,13100,2190,21559,20300,-4647,2043,15119,18491,-64877
45223,33832,3872,20428,3100,48033,17300,19317,19900,-1934,21096,21700,8870,34278,23800,12996,4028,36791,31093,-33011
56668,36863,4315,41385,10900,30500,39800,4352,40100,1815,12081,28700,17530,14833,23900,15686,2230,71658,21982,99962
101600,50512,9949,59051,10100,38411,74900,-17185,49400,1472,21684,78800,23250,15650,29000,20587,1938,122090,37267,35114
298438,184622,27731,133169,20800,108943,97800,1417,108300,-7784,35289,269005,45770,98330,77600,39498,20943,186119,93913,-31516
263378,156846,17927,95036,7100,72870,48300,28186,349700,8129,59934,159228,60620,147477,38400,52061,29558,59466,71362,113574
118472,72396,5779,65646,-700,63841,25300,26872,190700,14612,45681,32149,32620,58844,23000,28198,13904,29157,52316,34961
122212,52421,8158,50842,-200,35190,27400,27432,92200,13948,21641,20726,32100,35856,30100,28733,15216,27320,57622,-13345
82759,46340,4917,34283,2700,44459,18600,38540,83200,1549,17559,16699,28710,41873,31600,25727,9781,36512,74347,95276
50658,36721,4064,21736,400,30594,8200,-8251,51800,8879,4911,9472,9680,16797,16700,8386,3251,13970,25902,5493
49824,36343,3951,26649,500,38434,8100,17489,42000,10136,711,12000,5210,20867,19300,4221,1649,10448,24145,10140
38421,33068,2669,19631,-200,29779,5800,12759,27000,3208,2479,8400,2240,25732,15500,-7329,1743,4270,24722,16119
37055,22017,2747,15753,2000,26138,4500,26604,19000,4088,3150,8400,4290,22736,17100,3599,1430,5455,26807,15016
32555,22127,2622,16778,700,28304,5900,14987,20000,2255,7328,9200,7360,21470,18800,6442,2324,7546,16988,18793
37770,27346,3258,18742,3200,21069,7000,12956,28000,1217,12290,13600,16450,28306,26000,14773,3118,18200,17678,32889
73059,42814,4862,45438,19100,20452,47400,6339,55000,24050,52687,67100,29340,22864,30300,25902,1424,65573,15285,140
360298,218283,26177,193491,60900,230159,158700,-21409,133000,36208,143729,340942,55920,125598,86400,47144,22316,201964,91949,-156990
415889,294424,28947,200872,44900,163060,100000,8591,353200,-2612,181909,304854,96610,216504,105600,83430,40510,97635,66000,184212
206374,157449,12139,106369,8700,100856,45500,28044,345300,24605,80634,99798,55770,125370,42500,47677,22589,46303,63883,109589
111718,80714,9293,76564,800,49076,53300,8393,101600,22758,17174,26032,29810,32465,30900,26461,15133,78526,104556,39919
60328,51231,4412,31981,1300,26582,19400,-8968,45700,7884,3295,15470,3010,17071,19700,-9525,5039,23790,41602,7099
48835,40863,3764,20966,3900,25045,9200,14212,29000,3628,-3331,11239,1870,12748,21400,6056,1567,14928,21442,14029
47326,44585,3948,25852,2200,35506,6400,17400,34000,-2322,-2760,13800,3500,22202,20400,6944,1258,13678,22206,8994
48363,41049,4499,23401,2600,32177,9500,21794,34000,-1568,6533,16800,5200,34810,21500,4220,3137,15838,28414,11130
48033,40423,4599,23401,2900,28788,11000,4687,36000,45,2919,16600,11640,31369,23400,10276,3637,23008,31870,25130
39346,34485,3744,18556,2400,23965,8800,9434,29000,1910,26954,14800,17410,26247,22400,15582,3128,23391,28330,19285
43406,36390,3604,25196,2000,22524,9600,8841,33000,7186,22676,17500,28300,31174,33500,25664,3230,40940,33759,15003
111474,59487,4440,88060,26000,78776,188000,10015,116000,11164,65660,156300,54710,45055,35100,48620,5542,254733,83284,-41786
403793,234721,28175,237819,65400,303912,263900,15982,195000,11233,189578,392022,130410,108519,98300,116148,23749,363431,180166,30229
843039,528323,61842,391113,74500,305843,207200,-45931,605500,16606,394273,471359,148450,389025,165100,126479,93838,452076,241691,126416
509240,371680,50471,289427,41600,213347,144800,15658,475700,36337,163283,167111,99840,273889,79500,86167,57948,272375,227738,217490
235520,123783,20496,127748,7200,86922,76200,22848,198300,16607,75568,54820,56670,120974,39300,50011,30380,69368,101593,109083
112587,80865,11110,75390,5100,75719,40300,22050,103900,-14781,40173,29800,19240,70284,33700,16447,7174,61778,75221,11229
101622,75306,9981,46919,11090,74713,35200,60410,99000,-3802,25299,39017,28370,51055,35700,25087,4899,49420,64380,41779
70219,52551,7169,37931,5130,51753,20600,30554,72000,-5608,11464,25100,9520,45024,27800,7856,5836,31873,51804,11995
60033,50566,7005,33295,2100,43148,21600,17610,53000,-17665,11329,20000,23830,47528,26600,21555,5818,35963,56819,32351
51315,36307,4890,29010,3550,36751,22500,12096,53000,-16671,12013,20600,14370,43056,24300,12685,3906,24490,28790,38224
42295,28960,4532,26668,1260,28700,13500,20417,42000,-5934,5457,15500,12020,41776,20700,10591,4206,21491,36223,24998
64353,41986,4339,42661,7480,49322,67700,11505,46000,44109,19221,87800,67620,48121,62400,61571,9806,161149,88411,-4425
101860,60977,9960,78840,25120,105634,145700,14083,108000,26114,57763,121600,47050,50692,32200,41645,8347,191563,81750,24128
308340,221418,30437,165568,48240,169123,170400,24505,147000,18846,100265,247779,81070,111256,76400,71762,27352,312191,161149,30195
250274,210737,24294,142870,14200,112130,83400,45450,176300,13716,54489,129922,65020,92676,36900,57867,21006,173049,136475,93499
134723,100798,12056,82033,2570,76550,48800,34603,141500,27306,24357,35108,34410,72536,20000,30253,8230,59750,74998,33398
87730,59311,7612,52644,-2340,28642,22700,13475,82100,7824,5611,16262,19840,35716,24300,17536,4865,35946,50347,19718
56271,42267,5198,15629,1150,21903,14100,4960,49700,4188,-2419,9332,12730,25653,19100,16259,5547,10169,36354,9552
66110,37354,5405,23345,4620,41287,8000,1114,36400,6062,3606,16400,11090,15806,23200,9764,2640,7423,13006,3033
52708,38707,3832,24268,3910,32320,6800,8756,38000,-509,3174,13000,14000,23079,17600,12561,1931,13073,24069,18018
41946,41728,3992,23708,5230,41991,16700,18183,33000,-5379,-628,12700,2300,37377,18700,-19465,3213,35080,47370,13408
43206,36597,4151,18049,5950,28548,8500,5209,30000,-1382,-5302,11800,2500,39414,18100,-8496,1712,11312,33990,5482
37858,28919,3677,17423,4190,25521,9600,10803,31000,-625,2942,12700,7890,34882,17700,6838,2612,20758,20135,12483
61896,38555,4094,37006,5750,39687,26500,-1172,44000,2646,31937,42500,42630,45455,28700,38829,3212,53957,8546,21393
113125,45196,9372,43328,5030,17303,41100,-35521,72000,-1751,30195,88400,27630,22625,24300,24432,921,52015,8501,16534
313901,166715,27049,132074,17480,127662,89200,-31832,145000,-3620,107602,252356,28410,103191,69600,22499,19057,151551,74462,-121586
532450,337058,37550,177060,13990,163745,78600,30529,481200,-6022,230213,323581,170820,340699,106900,151215,56755,154660,92007,155239
273237,184127,18196,92963,180,76322,42300,33705,465700,23605,118356,124788,99520,185023,42200,87192,25553,73126,65378,155728
111763,66283,7896,54342,600,50776,47100,5433,133700,25130,18393,30985,26130,86454,24800,22541,7183,88042,118630,25060
89660,50919,9902,31551,3550,29230,24100,-1605,63500,13428,-4628,19993,12280,23713,22500,10650,4956,44463,56004,13230
74455,40302,6050,21617,2680,30355,10800,-1504,54800,8492,-14361,17652,5080,19068,22800,10712,-1055,12287,17343,14335
63001,35107,3563,23937,4100,32680,6000,-4352,45000,2765,-5848,14600,9070,22871,19800,10263,3052,9792,17458,14833
50627,40758,4582,14518,7760,40665,6700,-30300,37000,-1078,-8063,12000,2050,38256,18200,-30020,2629,9204,18416,4968
40685,37166,4397,15103,11830,43212,7500,-9579,35000,-393,-8004,13700,1320,40265,17900,-2310,2606,11965,18812,31970
42696,34602,3748,16652,9850,31479,11000,-1198,31000,2037,9817,14100,4180,38868,20200,3252,3106,17488,32995,11873
49542,34255,4455,22245,13200,22175,13000,918,43000,6880,30752,27900,40300,45764,24500,36728,3706,34079,30663,33598
83307,38199,4683,39817,10370,2775,67000,-17738,70000,11112,33328,88900,21530,38414,28600,18516,3115,74065,20963,2517
239313,177919,20736,159882,50150,225684,198000,-53035,90000,7088,65692,348228,91440,79162,73400,81825,20445,220254,125634,-97942
714275,486072,44564,313471,65980,289339,206100,83705,404700,-2059,241600,487797,180750,356817,161500,159618,68116,334514,259340,165781
248537,174179,16551,110304,5580,82251,64900,38359,224500,17705,58397,115642,69800,120332,45900,61853,17018,84812,85295,100354
165277,123385,18956,118629,7620,101691,69000,35506,170700,-9708,28564,45533,43310,74388,47700,38399,11198,140408,168060,70292
82753,53450,7569,26401,3440,21600,17200,-12791,104700,-6632,9527,19531,9000,20777,24400,7314,32,12210,11541,12688
67198,52323,4632,26982,7950,37718,6200,1173,73000,-4792,6182,22013,14100,22427,26100,12313,3953,10402,30955,22791
57297,47444,4934,19966,11880,41588,7800,2637,47000,7198,-5743,19300,8570,31943,23700,7299,3443,13850,26852,8842
53505,39984,3979,10421,16990,35379,6100,-10083,40000,-3850,-5775,17100,1290,43784,25900,-8147,3405,8327,21712,20726
54369,41382,4636,11864,18650,34943,11200,-2904,34000,2554,-7917,17400,10680,49852,23500,9362,4105,23089,44244,6514
43247,30981,4282,14218,9000,29047,10500,17517,21000,2418,4272,15800,12820,42580,19400,11451,3804,17251,21745,21490
48579,33384,4011,9889,18640,30313,13000,-3613,37000,20502,36308,25800,37520,56677,32800,33942,9506,47295,48948,31306
152516,125635,11263,107063,37050,183425,231500,-29303,176000,22103,101468,251211,81090,90283,52400,71758,15327,210018,112741,-30564
495605,350042,35956,242135,56740,293798,202900,-12906,291400,21217,140793,420322,148880,281011,123200,132052,76405,320851,194612,54852
477203,300220,39721,190113,26640,160542,113600,9376,300200,49421,76121,228490,93170,197180,77400,81704,52156,244222,147663,139161
285049,217865,25779,141534,17910,115488,83600,57532,200500,20135,47634,88119,67790,96104,43400,60477,25802,155227,146731,139113
124469,77825,10894,72907,11750,53199,41500,102,113800,14897,17179,32544,31680,59287,31300,28045,11882,68445,66888,24113
84804,58384,7535,30701,10210,55907,26900,-193,42500,8052,-7125,25041,15880,27493,32800,23358,7440,68308,57655,32095
99534,62532,8993,57114,15950,81628,15800,-11930,39000,5038,-35353,27700,9720,26675,32900,44105,1421,71638,115349,7372
68529,51090,5966,23334,18870,55974,14400,2627,32000,3968,115,24500,16260,25715,27000,19468,4311,43028,39305,37396
53773,47620,5317,16783,14430,43004,14100,-10359,25000,332,-9343,22100,1370,40444,24400,9927,5106,28412,21420,29736
51667,42491,5391,13709,17240,35442,12600,-10431,23000,168,11238,21500,16700,31877,26000,15012,3206,16254,26052,23621
48101,30151,4283,10717,14490,31787,11200,-7546,26000,-715,13373,21900,19940,34876,24600,18012,4906,16630,20737,17563
49606,36671,3997,20903,15820,34117,12900,665,29000,1759,23468,30000,25900,30308,25200,23455,3506,22937,25584,31533
89445,46911,2875,68025,21570,25195,54400,-10560,40000,15374,31679,81800,18840,9538,27000,16358,2114,51961,30449,-7600
646924,422136,50598,405010,108530,276652,255900,-39212,118600,3899,110560,523706,109640,86884,127600,96972,35991,238445,149684,-98074
728044,442839,50628,279517,80440,218970,125600,56956,339200,13221,202055,452643,174300,170962,147800,155250,68236,165545,149403,167863
324818,218549,23880,140888,27350,109390,68100,53465,190800,14024,67101,143800,95570,82815,61900,86141,26039,72075,98904,191106
140779,82633,11704,84778,16510,61660,50600,21686,76300,6254,23368,41045,32720,43576,40000,29265,5623,50281,65404,32833
107343,88245,16651,93761,20160,98870,79700,-11604,42100,9785,12921,20579,12680,23368,31600,11012,2071,218651,240138,13522
107520,65985,11522,45061,20280,77012,24300,-7873,37000,2027,52180,29310,27080,12546,32500,23757,461,39574,29354,20175
78589,57431,6878,32122,19500,53740,19000,842,39000,3999,11461,26410,16230,25950,28000,13847,4016,27562,28869,22235
56439,63306,5343,17857,23350,46028,15100,-18162,28000,2598,749,21610,7020,26908,25800,5401,3806,14883,31142,29857
57275,58504,6121,27816,15540,37776,16555,-17066,32358,5097,31622,24028,8789,40575,26635,22365,3125,27155,25535,25972
53972,32414,4709,23930,21616,26491,15353,-5239,32972,5019,30241,22409,8974,41039,21825,45072,3147,36112,26123,51295
87718,36238,5831,49503,28212,36429,42726,-15392,46835,15919,45666,67801,37788,33646,36033,-847,5196,54102,38441,-40470
188815,114607,13992,95730,34321,85311,83497,-44109,90322,20069,96955,279362,96806,55523,43938,-12957,8163,95124,59329,-54653
416325,207696,19932,141580,40281,174089,116060,-38303,269626,26266,197743,403862,212649,125911,91090,-50161,19692,111334,93814,-95190
820663,479449,47464,251526,65343,213114,117839,-9933,644113,32190,210801,484039,223220,277146,147327,42064,33404,138734,156292,109969
382439,240617,24823,121302,23738,103745,38690,-9108,326247,49292,62784,143519,43317,107661,60305,73429,13502,35287,90374,315502
158121,99390,12398,64852,7222,61798,28001,-34518,147869,21847,20691,42505,7732,61237,31259,9599,9256,27663,118491,50842
117707,81954,8397,44132,8783,64776,13780,-12961,76977,6436,9709,26155,6388,32493,34346,23291,5697,12511,44955,75188
87032,62652,8414,34118,8416,54412,18127,1229,63838,6014,20975,21523,8334,29934,28481,24271,5880,51288,88994,39702
67493,47050,5387,31830,10396,53216,10068,-705,50614,4695,21977,22209,8904,35615,28831,8480,5552,34911,45776,54294
62069,48718,5716,25573,11719,42743,13716,-459,36152,9934,4544,20142,9608,32162,24515,-7778,3065,35492,47567,47404
54759,51990,4943,24310,12936,28034,13673,2750,38847,12185,12350,22329,8744,32667,24486,28732,2998,27969,29487,45055
50945,49592,4172,19140,16137,22368,12182,-13131,41078,16699,22427,26092,24533,35087,22331,31506,4240,31360,27730,27688
82227,54602,5305,49402,13478,42559,34038,-12454,88597,25469,77754,73454,46402,40594,26366,44950,5707,71659,34193,25441
129357,65388,11062,57073,15882,19607,29546,-54098,121730,8660,89518,128305,49319,50073,31113,-20647,7151,84991,36905,-37554
375414,188524,26549,127152,24651,99822,44575,-59590,312217,-1542,161388,269936,110715,121983,76285,-54424,20481,129595,92113,-98769
663174,426163,41904,184059,29276,144477,58240,-25954,776565,50310,194565,308976,106153,252475,119037,68406,25044,94214,152743,173512
202210,139858,11655,54248,6014,76905,18266,-28324,285174,25861,46613,55622,13210,87243,34183,12363,9015,7390,46831,123569
120984,77504,6405,34246,1051,45875,10441,-32730,150585,16012,25793,28576,6170,57506,25596,24914,6582,3749,38642,47925
113105,71678,7049,24426,6370,64080,10224,-21418,82686,7259,11139,21071,3019,28383,26182,-156,6023,14958,48954,44776
95731,77375,7556,35427,8230,79544,41258,5375,66915,12354,11730,26965,5219,43967,30336,33726,12300,176348,330811,34656
69815,60284,4995,27614,10294,54307,23196,-15916,51543,11625,10486,23737,9249,36067,25975,41275,5200,67026,71848,82766
64626,45700,4958,25254,8096,44053,18614,-33718,39507,3384,17607,22621,6644,40723,25582,-32382,3105,39701,41400,63087
55581,40176,4440,19823,7265,40091,18628,-5331,36091,7425,21352,19760,6303,34708,26924,-35601,2692,36288,42058,34492
47901,37417,3879,17298,4994,31904,17718,14709,29745,6997,22806,16783,5186,34630,21476,-4548,3738,40286,84948,23873
61047,45465,3773,25351,8476,43931,33579,1977,36727,11514,47086,27521,7985,56931,33052,109945,19177,115622,152133,6486
91684,40922,4790,39723,18320,51043,196394,-10419,97462,27784,137272,99055,64488,75880,28926,16277,10706,231403,240620,-109161
474878,275554,25308,203317,79182,401807,552132,1394,210156,18360,197894,481047,226911,272138,132623,119528,57946,544793,395660,-165349
734465,492990,45596,300369,92873,372666,333297,34768,260899,29838,127811,376337,160659,254610,146431,135967,72325,513443,368426,136090
426219,318743,25867,164137,33013,158916,120801,1235,184701,34313,111856,152123,44125,120314,66337,122756,21828,219936,199461,413425
175212,102440,9828,67759,10165,77153,22339,-11172,107112,21319,48627,50009,13413,67478,36741,24540,11820,55819,47928,111916
82926,67889,6562,30691,5100,47440,12509,-28839,84917,19315,44526,21106,8313,39518,29999,27654,6596,43953,62141,84198
71900,55215,5187,22467,5306,55303,10070,-25821,51079,5781,18169,17637,6786,25259,29992,15253,5611,32052,23121,37363
67874,47172,4027,18466,11719,46497,9916,11018,52083,8803,11838,21090,10031,37499,27159,22862,4312,24733,19226,63488
55110,48857,4125,20882,11251,45369,13144,-17196,37354,6304,11394,22965,8246,34459,25126,4026,3293,23671,23978,61830
56591,47373,4658,22950,13929,49371,10513,-35567,35441,6018,11498,19808,6661,28430,24667,30541,3362,24542,31833,39257
50083,38952,3657,17365,15134,52998,11115,-36743,33290,9916,13259,15946,6417,27834,18784,41183,2906,18272,30168,37124
72306,52430,3785,35118,19888,69363,30136,-13493,61066,20431,66532,36580,11789,43996,42487,125410,4594,67316,39945,4317
125080,69574,7366,59721,25753,106469,98575,-29416,107599,12999,64702,227122,65173,41621,44636,-43314,5377,72828,3277,-119871
672706,297146,34284,214364,75376,226414,171345,-42179,240631,5446,181583,605867,261185,150041,132110,-1342,29341,161127,59249,-91723
665240,332809,26844,161636,48092,158797,75209,-28481,533417,13830,127422,390944,161208,153457,110132,106064,28952,58919,66096,196042
305872,138848,10276,63821,9367,95702,40052,3927,252040,17699,50768,101451,25026,80552,48044,58966,15502,34591,56778,175400
142715,83446,5633,46536,2580,56496,27228,-12043,119913,18561,13832,41089,9374,48378,32653,8422,8976,21638,17627,58748
80452,45704,3142,14559,-53,40219,10346,-17910,48789,10244,2611,15707,3601,30530,23079,12469,5327,1859,9884,41762
75525,48033,4363,19742,5566,43314,10050,-11942,35447,9366,200,15120,4268,19378,27692,7681,4575,25820,55093,10135
67289,43814,4141,23370,11759,35332,10746,8906,34599,7770,-116,17550,6350,25357,25449,33219,5677,25350,45531,74862
52689,43259,3426,18442,12921,29981,7746,-6334,21207,6353,-5268,9358,4957,23177,18841,18726,2496,12071,28238,40465
54344,38114,3498,19847,11453,22165,7800,6988,24595,4805,9045,14438,4508,26257,20981,54683,3158,12265,29691,28513
52113,32385,3096,16514,7280,20790,9472,5029,25582,4664,11076,17477,5495,26000,21266,45284,3810,15086,27030,26408
65034,44142,3503,21520,9703,28603,18360,5333,38758,5168,31486,29296,15279,27850,32351,73713,5257,68559,80611,23133
96698,59819,4304,51980,17732,40568,161415,-75602,59986,5804,34471,95566,25611,33531,29750,20713,6644,205113,85828,-81805
305165,206578,18714,179369,60878,201159,346058,-63283,149883,10736,138249,343425,166004,119409,79729,11768,12231,389502,183101,-122980
666342,467507,40162,320312,77696,314489,265779,7712,347401,15655,260399,452979,159487,340508,167758,202549,69766,480550,302127,112345
496537,383329,30173,234491,50234,195073,172414,-6894,499621,27747,200199,232330,54308,251312,103234,143276,42959,259464,251095,441304
158372,111136,9785,74874,7886,70884,42684,-25716,138679,18542,35991,51736,13795,53473,38643,40241,10335,33413,60538,125228
82635,71249,4902,27795,2888,38572,25219,-29774,57277,9215,11464,20325,7749,18084,29615,27455,8368,30041,51689,52456
62542,64599,4950,20966,7171,41258,14548,-19630,48612,2023,11734,17488,6184,17402,28453,17029,1224,8739,22944,31028
57878,56477,4377,24850,6602,49436,10657,-1870,44251,3000,5762,18628,8154,25510,25166,14764,5595,17945,18025,54405
52703,48982,3646,21810,9550,39837,8970,-17146,44338,7126,4146,17622,8681,29070,18377,18896,3297,21097,21655,62566
51306,45457,3412,21256,14897,30237,10250,-28519,31333,8027,5098,16038,7757,29384,16560,23792,2832,19218,23531,35313
53910,42072,3258,18330,14649,33428,14947,-15520,30211,6253,22515,20692,19133,27803,25887,50264,4478,32549,29418,38623
64245,50420,3472,23971,11444,29801,19028,-16323,38799,14451,42028,33722,25924,35341,33788,60254,2837,52213,21401,2417
109391,69599,7100,61463,15703,28178,100952,-36563,131676,7276,60760,89214,40034,42090,31683,11599,5084,104105,14480,-45984
345836,225251,26551,132768,34015,187259,173109,-63784,330757,6798,122262,316046,152449,120721,91087,-30944,16373,253788,112825,-102012
444205,310799,34497,159329,28469,144146,120095,-14099,401705,21327,70642,238460,109743,119157,80990,47867,19337,209294,136994,157712
235443,155640,14931,62809,6579,76693,39714,-9095,261073,17268,18889,82330,24980,54348,32500,17301,6265,32574,67847,142605
134317,90719,8841,49001,5074,49172,28233,-26405,148331,21966,18613,39672,9734,38386,29232,3793,3799,17463,47923,57846
85832,66252,6683,24936,744,45588,23071,-23878,63563,12280,12599,18428,3297,27722,21144,-1477,3655,31328,45819,35727
72033,66042,5909,24249,6360,47889,15027,-12136,45458,3727,4923,15628,5254,14910,24240,-431,3640,25505,32774,41695
49465,50758,3942,18333,8334,34352,8217,-5976,36484,705,2457,11863,3956,17118,20602,12054,2553,11244,21864,59679
38228,54115,2023,13178,9171,29128,4889,-15093,27560,-2557,3276,10049,2588,18862,18103,-1533,2187,11463,12217,40151
36338,51080,1632,11172,9912,30305,5735,-19724,25624,-221,3282,9549,2466,21547,19848,20488,2355,13899,10786,34753
35483,41941,1668,14444,4665,25808,8395,-15500,22809,7569,8275,13126,3405,21919,19576,9370,2258,12287,21482,30898
44759,36617,1694,18279,2643,24240,8676,-8407,31757,6333,13130,22116,7295,16836,24522,-6877,2976,14867,13081,3180
92746,44962,7421,36233,10121,-13011,20298,-43906,47113,6177,29465,54241,24527,13714,25156,-5543,4196,29762,-1745,-15246
196807,95312,13970,35997,10712,15075,25372,-40782,23556,3025,23971,121035,36314,12944,27156,-2298,6313,34057,8211,-10532
253878,140955,11295,47391,8645,49009,28172,-17925,108793,5190,17601,105569,25352,45208,24262,543,8939,18937,41992,50657
105306,68534,5144,25424,5428,53847,34119,1101,67992,9730,24982,22837,10435,27679,17821,31587,6491,23040,78297,57759
84307,56322,4398,23705,3825,41936,27202,-14969,56202,8305,23334,20340,5518,20994,20532,28073,4688,40272,86417,40063
55220,42658,3087,13976,3890,35752,13270,2353,38138,5246,7090,12736,2605,13347,16216,18749,1884,18397,26075,43791
62449,40781,3924,16794,5800,23870,14782,-9573,31335,5037,10770,13306,1858,7307,17097,16332,-961,19338,17366,26814
51330,37344,3043,18647,6327,34647,8913,4131,30668,4564,6298,12915,3059,16813,18643,17025,852,13843,22179,30304
50422,37263,3086,17192,4917,23841,6866,-5118,32164,3774,-454,11811,8434,22242,17176,14818,1515,7952,21830,27773
72739,27067,3619,18922,6447,23727,8982,-419,28277,3932,12452,14973,7138,23740,18570,3073,2549,10727,30191,20905
44912,18954,3228,10680,9189,20708,8441,12277,26066,6488,12545,16715,8228,21885,17156,2301,2909,10214,34898,18872
